id,identity,seed,arm,within_scale_test,common_fresh_test,mse,rmse,mae,cosine,pearson,source_mse,source_mae
874,Nc1ccc(O)[nH]1,11,baseline,True,True,0.0481022410094738,0.21932223439216614,0.0859304666519165,0.9736356735229492,0.9696859121322632,3.0384694644253908e-05,0.0021596926655072664
878,Nc1cnc(O)o1,11,baseline,True,True,0.098395936191082,0.3136812746524811,0.13935422897338867,0.9804235100746155,0.9756696820259094,6.215366296162142e-05,0.003502393481003345
886,Cc1coc(=O)[nH]1,11,baseline,True,True,0.008140338584780693,0.09022382646799088,0.03980732336640358,0.9980051517486572,0.9976743459701538,5.141999561947334e-06,0.001000478499158487
916,N=c1nccco1,11,baseline,True,True,0.4671354591846466,0.6834731101989746,0.2566855549812317,0.9604341983795166,0.9519593119621277,0.0002950749899995998,0.0064512847658585865
920,O=c1cccc[nH]1,11,baseline,True,True,0.0679134652018547,0.26060211658477783,0.1351458728313446,0.9951838850975037,0.9944819808006287,4.289883088783959e-05,0.003396624756033756
922,O=c1cncc[nH]1,11,baseline,True,True,0.04099060967564583,0.202461376786232,0.08814387768507004,0.9812930822372437,0.9764425754547119,2.589249756640232e-05,0.002215322382885834
929,O=c1ncnco1,11,baseline,True,True,2.174405336380005,1.4745864868164062,0.5389658212661743,0.6529161334037781,0.5698261857032776,0.0013735044520218995,0.01354584208023379
938,Cc1ccncn1,11,baseline,True,True,0.057035479694604874,0.23882102966308594,0.11704981327056885,0.9982724189758301,0.9980584979057312,3.602754462245939e-05,0.0029418160178675654
960,Cc1ccoc1C,11,baseline,True,True,5.836824893951416,2.415952205657959,0.7504726648330688,0.3653450608253479,0.2712205648422241,0.0036869413643277893,0.018861649110659445
964,Cc1occc1N,11,baseline,True,True,0.09970440715551376,0.3157600462436676,0.13358919322490692,0.9851897954940796,0.9824829697608948,6.298018351182409e-05,0.0033575006867768457
968,Cc1ncoc1N,11,baseline,True,True,0.4050343334674835,0.6364230513572693,0.2664375305175781,0.8398205637931824,0.8020049333572388,0.00025584763380202076,0.006696381422034886
971,Cc1[nH]cnc1O,11,baseline,True,True,0.0246667992323637,0.15705667436122894,0.071321040391922,0.9858002662658691,0.9827501773834229,1.558125249047906e-05,0.001792513573267626
1013,N#Cc1cnc[nH]1,11,baseline,True,True,0.15635967254638672,0.39542341232299805,0.15228816866874695,0.9866782426834106,0.9838024973869324,9.87675585439312e-05,0.003827462525598782
1054,NCc1ncco1,11,baseline,True,True,0.04294363781809807,0.20722846686840057,0.0849171131849289,0.9861215949058533,0.9843137264251709,2.71261649069397e-05,0.0021342240263215314
1057,OCc1cnc[nH]1,11,baseline,True,True,0.0968942642211914,0.31127843260765076,0.1178775206208229,0.9505524039268494,0.938830554485321,6.120510332482665e-05,0.002962618808346654
1066,CNc1c[nH]cn1,11,baseline,True,True,0.028756581246852875,0.16957765817642212,0.06125922501087189,0.9821118712425232,0.9777872562408447,1.8164641020076688e-05,0.0015396297041718509
1072,COc1cocn1,11,baseline,True,True,0.17493747174739838,0.4182552695274353,0.15642715990543365,0.9734114408493042,0.9682549238204956,0.0001105025784523348,0.003931487900588082
1079,c1cc2n(c1)CC2,11,baseline,True,True,0.1303708851337433,0.36106908321380615,0.11882974952459335,0.9752751588821411,0.9714788198471069,8.235124709698477e-05,0.0029865512022866003
1103,CC(C)(O)C(N)=O,11,baseline,True,True,0.132148876786232,0.36352288722991943,0.13505889475345612,0.9889156222343445,0.9875321388244629,8.34743493123319e-05,0.0033944387337276442
1130,CC(C)CC(C)C,11,baseline,True,True,0.04859904199838638,0.22045190632343292,0.08060695976018906,0.9280595779418945,0.9173438549041748,3.0698508429854855e-05,0.0020258968275838757
1134,CC1(C)CC(=N)O1,11,baseline,True,True,0.026762738823890686,0.16359321773052216,0.059104736894369125,0.9837416410446167,0.9809677004814148,1.6905192563641287e-05,0.0014854808979983447
1139,CC1(C)CC(O)C1,11,baseline,True,True,0.01626790687441826,0.12754569947719574,0.04224816709756851,0.976447343826294,0.9722087979316711,1.0275932524287292e-05,0.0010618242884837068
1153,C#CC(C)(C)C#C,11,baseline,True,True,0.06981196999549866,0.2642195522785187,0.08548572659492493,0.9565019607543945,0.9504548907279968,4.4098057518968115e-05,0.002148515002024619
1155,CC(C)(C#N)C#N,11,baseline,True,True,0.02670224942266941,0.16340823471546173,0.06527382135391235,0.9295471906661987,0.9184814095497131,1.6866983283849932e-05,0.0016405286590461222
1175,CCC(C)(C)C#N,11,baseline,True,True,0.06958667933940887,0.26379287242889404,0.09935496747493744,0.8349016308784485,0.8088327050209045,4.3955748394739506e-05,0.002497090995752782
1177,C#CC(C)(O)CC,11,baseline,True,True,0.012006527744233608,0.10957430303096771,0.04256085678935051,0.9864853620529175,0.9841035604476929,7.584151415615961e-06,0.0010696831266843283
1178,CCC(C)(O)C#N,11,baseline,True,True,0.005959862377494574,0.07720014452934265,0.033119797706604004,0.9738239049911499,0.9688702821731567,3.764660328949832e-06,0.0008324007418670495
1179,CNC(C)(C)C#N,11,baseline,True,True,0.007749565411359072,0.08803161233663559,0.03858479484915733,0.9374117851257324,0.9217045903205872,4.895160260900143e-06,0.0009697526579645208
1182,CC(C)(C=O)CO,11,baseline,True,True,0.004369302652776241,0.06610070168972015,0.022399265319108963,0.9908043146133423,0.9897836446762085,2.759953052640259e-06,0.0005629613210223616
1188,CC(O)(CO)CO,11,baseline,True,True,0.005682377610355616,0.07538154721260071,0.032101839780807495,0.9607839584350586,0.9521604776382446,3.589381802606567e-06,0.0008068163786976604
